Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 117.0.0.0,,,2023-09-28 19:27:06,2023-09-28 19:27:07,0.635s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-28 19:27:09,2023-09-28 19:27:09,0.001s,PASSED
,,,,,,,
Test Cases/Functionality/update customer,Chrome 117.0.0.0,,,2023-09-28 19:27:09,2023-09-28 19:28:46,1m - 37.484s,PASSED
"randomText = ""umkm"" + RandomStringUtils.randomAlphanumeric(5)",Chrome 117.0.0.0,,,2023-09-28 19:27:09,2023-09-28 19:27:09,0.000s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-28 19:27:09,2023-09-28 19:27:10,1.144s,PASSED
"navigateToUrl(""https://sandbox.product.prieds.com/"")",Chrome 117.0.0.0,,,2023-09-28 19:27:10,2023-09-28 19:27:15,4.622s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Sign In_username""))",Chrome 117.0.0.0,,,2023-09-28 19:27:15,2023-09-28 19:27:15,0.860s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/img_Hello,_style-people""))",Chrome 117.0.0.0,,,2023-09-28 19:27:15,2023-09-28 19:27:16,0.370s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/div_IDUsername""))",Chrome 117.0.0.0,,,2023-09-28 19:27:16,2023-09-28 19:27:16,0.371s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Sign In_username""), ""testingwmslite2"")",Chrome 117.0.0.0,,,2023-09-28 19:27:16,2023-09-28 19:27:17,0.685s,PASSED
"setEncryptedText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_IDUsername_password""), ""U8NeUUalMC6sqe9eTsnb2g=="")",Chrome 117.0.0.0,,,2023-09-28 19:27:17,2023-09-28 19:27:17,0.413s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/span_Login""))",Chrome 117.0.0.0,,,2023-09-28 19:27:17,2023-09-28 19:27:18,0.380s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/div_Master""))",Chrome 117.0.0.0,,,2023-09-28 19:27:18,2023-09-28 19:27:22,4.756s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-28 19:27:22,2023-09-28 19:27:23,0.707s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/mat-icon_more_vert""))",Chrome 117.0.0.0,,,2023-09-28 19:27:23,2023-09-28 19:27:25,2.126s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/button_Edit""))",Chrome 117.0.0.0,,,2023-09-28 19:27:25,2023-09-28 19:27:26,0.769s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Customer ID_input-editcustomername-cu_78517f""), ""Customer-"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:27:26,2023-09-28 19:27:28,1.925s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/div_Contact No""))",Chrome 117.0.0.0,,,2023-09-28 19:27:28,2023-09-28 19:28:00,31.595s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Contact No_input-editcontactnno-custo_2aebb7""), ""UMKM"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:28:00,2023-09-28 19:28:01,1.150s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/div_Remark""))",Chrome 117.0.0.0,,,2023-09-28 19:28:01,2023-09-28 19:28:33,31.793s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_PIC_input-editremark-customermanagement""), ""umkm"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:28:33,2023-09-28 19:28:34,1.194s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/textarea_Email_input-editaddress-customerma_e85674""), ""gang mawar"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:28:34,2023-09-28 19:28:35,1.118s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/textarea_Address_input-editaddress2-custome_2f951e""), ""rt6rw7"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:28:35,2023-09-28 19:28:36,1.104s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Address 2_input-editcity-customermanagement""), ""Sleman"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:28:36,2023-09-28 19:28:37,0.897s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_City_input-editregion-customermanagement""), ""Sleman"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:28:37,2023-09-28 19:28:38,0.991s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Region_input-editprovince-customermanagement""), ""Special region of yogyakarta"" + randomText)",Chrome 117.0.0.0,,,2023-09-28 19:28:38,2023-09-28 19:28:39,1.297s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Province_input-editpreferedcustomer-c_5971db""))",Chrome 117.0.0.0,,,2023-09-28 19:28:39,2023-09-28 19:28:40,0.497s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/span_Ali Express""))",Chrome 117.0.0.0,,,2023-09-28 19:28:40,2023-09-28 19:28:40,0.587s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/div_NET75""))",Chrome 117.0.0.0,,,2023-09-28 19:28:40,2023-09-28 19:28:41,0.597s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/span_Custom""))",Chrome 117.0.0.0,,,2023-09-28 19:28:41,2023-09-28 19:28:41,0.590s,PASSED
"setText(findTestObject(""Object Repository/update customer/Page_Prieds Technology/input_Term Of Payment_input-edittermofpayme_fc94da""), ""1"")",Chrome 117.0.0.0,,,2023-09-28 19:28:41,2023-09-28 19:28:43,1.472s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/button_Save""))",Chrome 117.0.0.0,,,2023-09-28 19:28:43,2023-09-28 19:28:43,0.596s,PASSED
"click(findTestObject(""Object Repository/update customer/Page_Prieds Technology/button_Yes""))",Chrome 117.0.0.0,,,2023-09-28 19:28:43,2023-09-28 19:28:44,0.563s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-28 19:28:46,2023-09-28 19:28:46,0.000s,PASSED
